title,category,brand,price,stars,reviews,isBestSeller
LEGO Toys Product,Toys,LEGO,227.63,4.5,21,0
Samsung Electronics Product,Electronics,Samsung,140.11,4.1,1625,0
Anker Electronics Product,Electronics,Anker,80.37,5.0,73,1
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,212.38,4.4,162,0
Wilson Sports Product,Sports,Wilson,6.99,3.8,109,0
Under Armour Sports Product,Sports,Under Armour,12.78,4.5,258,0
Nike Clothing Product,Clothing,Nike,27.24,3.7,2871,0
Rain-X Automotive Product,Automotive,Rain-X,28.93,4.5,68,0
Wilson Sports Product,Sports,Wilson,276.92,4.3,195,0
Adidas Sports Product,Sports,Adidas,10.7,2.9,6,1
Kellogg's Food Product,Food,Kellogg's,27.5,3.6,726,0
LEGO Toys Product,Toys,LEGO,315.64,4.6,5741,0
Norton Books Product,Books,Norton,75.35,4.3,1141,0
Random House Books Product,Books,Random House,47.58,3.9,140,0
Anker Electronics Product,Electronics,Anker,8.12,3.5,3,0
CeraVe Beauty Product,Beauty,CeraVe,79.08,4.1,249,0
Armor All Automotive Product,Automotive,Armor All,33.16,4.9,313,0
LG Electronics Product,Electronics,LG,72.83,4.3,32,0
LEGO Toys Product,Toys,LEGO,13.1,3.7,4,0
Black+Decker Tools Product,Tools,Black+Decker,14.0,4.0,15,0
Norton Books Product,Books,Norton,19.03,4.6,95,0
Penguin Books Product,Books,Penguin,2.53,3.8,201,0
Olay Beauty Product,Beauty,Olay,41.65,3.8,4498,0
Maybelline Beauty Product,Beauty,Maybelline,129.36,4.3,2656,0
Stanley Tools Product,Tools,Stanley,6.61,4.0,1266,0
Sony Electronics Product,Electronics,Sony,223.56,4.7,82,0
Adidas Clothing Product,Clothing,Adidas,15.41,4.4,315,0
Gap Clothing Product,Clothing,Gap,9.51,4.2,1,0
Stanley Tools Product,Tools,Stanley,31.55,3.1,98,0
Bosch Automotive Product,Automotive,Bosch,25.21,4.8,53,1
Rain-X Automotive Product,Automotive,Rain-X,4.37,3.4,28,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,36.81,4.8,166,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,6.47,3.1,456,0
Rain-X Automotive Product,Automotive,Rain-X,24.26,5.0,418,0
Wiley Books Product,Books,Wiley,9.0,4.0,139,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,139.65,4.2,362,0
Reebok Sports Product,Sports,Reebok,4.29,3.7,570,0
Sony Electronics Product,Electronics,Sony,8.67,3.6,702,0
Armor All Automotive Product,Automotive,Armor All,15.52,4.2,0,0
Campbell's Food Product,Food,Campbell's,25.54,3.6,268,0
Fisher-Price Toys Product,Toys,Fisher-Price,8.39,3.5,250,0
Nike Sports Product,Sports,Nike,45.5,3.9,63,0
LEGO Toys Product,Toys,LEGO,34.22,3.6,200,0
3M Automotive Product,Automotive,3M,8.17,4.6,21,0
Kraft Food Product,Food,Kraft,39.7,3.8,7,0
Norton Books Product,Books,Norton,58.86,5.0,46,0
Wilson Sports Product,Sports,Wilson,96.18,5.0,2995,0
Zara Clothing Product,Clothing,Zara,7.76,4.2,2315,0
Campbell's Food Product,Food,Campbell's,11.0,4.6,34,0
Rain-X Automotive Product,Automotive,Rain-X,2.92,4.1,880,0
Meguiar's Automotive Product,Automotive,Meguiar's,54.3,3.7,2025,0
Penguin Books Product,Books,Penguin,37.88,4.4,45,0
Norton Books Product,Books,Norton,11.3,4.8,69,0
Bosch Automotive Product,Automotive,Bosch,15.2,4.1,759,0
Penguin Books Product,Books,Penguin,99.53,4.5,88,0
Maybelline Beauty Product,Beauty,Maybelline,15.52,4.7,397,0
CeraVe Beauty Product,Beauty,CeraVe,103.71,3.2,113,0
Wiley Books Product,Books,Wiley,5.1,5.0,620,0
Under Armour Sports Product,Sports,Under Armour,75.88,3.9,70,0
Samsung Electronics Product,Electronics,Samsung,19.72,5.0,14,0
Nike Clothing Product,Clothing,Nike,27.87,4.1,5537,0
Sony Electronics Product,Electronics,Sony,8.14,3.8,126,0
Neutrogena Beauty Product,Beauty,Neutrogena,32.59,4.0,66,0
Nestle Food Product,Food,Nestle,53.26,3.8,9,0
Black+Decker Tools Product,Tools,Black+Decker,175.62,5.0,78,0
CeraVe Beauty Product,Beauty,CeraVe,21.3,3.9,14,0
Nike Clothing Product,Clothing,Nike,125.89,4.0,38,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,34.3,4.5,1804,0
LG Electronics Product,Electronics,LG,17.85,4.1,653,0
Nike Clothing Product,Clothing,Nike,255.16,4.2,529,0
Hasbro Toys Product,Toys,Hasbro,32.58,4.0,65,0
Stanley Tools Product,Tools,Stanley,50.17,4.9,620,0
Under Armour Sports Product,Sports,Under Armour,13.47,4.0,46,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,830.13,4.7,179,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,102.26,3.3,333,0
Campbell's Food Product,Food,Campbell's,105.56,5.0,79,0
Kraft Food Product,Food,Kraft,25.04,4.5,43,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,65.82,3.7,83,0
Under Armour Sports Product,Sports,Under Armour,25.55,3.6,126,0
CeraVe Beauty Product,Beauty,CeraVe,208.43,4.9,31,0
Neutrogena Beauty Product,Beauty,Neutrogena,21.66,4.0,7,0
Makita Tools Product,Tools,Makita,13.21,3.9,41,0
General Mills Food Product,Food,General Mills,97.83,4.0,87,0
Kellogg's Food Product,Food,Kellogg's,147.65,3.8,197,0
Hasbro Toys Product,Toys,Hasbro,72.87,4.1,80,0
Samsung Electronics Product,Electronics,Samsung,27.58,4.0,23,0
Meguiar's Automotive Product,Automotive,Meguiar's,46.8,4.5,77,0
Adidas Clothing Product,Clothing,Adidas,18.2,3.8,68,0
Black+Decker Tools Product,Tools,Black+Decker,46.35,3.0,63,0
Under Armour Sports Product,Sports,Under Armour,137.28,3.4,414,0
Under Armour Sports Product,Sports,Under Armour,56.05,3.4,2022,0
HarperCollins Books Product,Books,HarperCollins,7.23,5.0,1066,0
Bosch Automotive Product,Automotive,Bosch,9.07,3.8,136,0
Adidas Clothing Product,Clothing,Adidas,7.63,5.0,226,0
Mattel Toys Product,Toys,Mattel,67.22,5.0,444,0
Samsung Electronics Product,Electronics,Samsung,8.02,4.4,37,1
Gap Clothing Product,Clothing,Gap,126.93,4.4,107,1
Adidas Sports Product,Sports,Adidas,185.22,4.0,13,0
Kraft Food Product,Food,Kraft,35.5,4.3,33,1
Kellogg's Food Product,Food,Kellogg's,4.77,4.3,18,0
Hasbro Toys Product,Toys,Hasbro,11.19,3.1,143,0
HarperCollins Books Product,Books,HarperCollins,36.56,4.0,87,0
L'Oreal Beauty Product,Beauty,L'Oreal,69.39,4.5,134,0
Bosch Automotive Product,Automotive,Bosch,14.04,4.1,785,0
Reebok Sports Product,Sports,Reebok,23.74,3.4,18,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,117.96,3.2,192,0
Maybelline Beauty Product,Beauty,Maybelline,433.38,3.9,816,1
Black+Decker Tools Product,Tools,Black+Decker,6.31,4.3,61,0
Wilson Sports Product,Sports,Wilson,23.44,4.3,39,0
Reebok Sports Product,Sports,Reebok,22.86,5.0,602,0
Hasbro Toys Product,Toys,Hasbro,25.56,3.5,88,0
Adidas Clothing Product,Clothing,Adidas,8.42,4.0,37,0
Armor All Automotive Product,Automotive,Armor All,7.05,4.2,289,0
Fisher-Price Toys Product,Toys,Fisher-Price,9.35,4.8,121,0
Hasbro Toys Product,Toys,Hasbro,13.93,4.5,8,0
Armor All Automotive Product,Automotive,Armor All,91.15,3.8,77,0
Olay Beauty Product,Beauty,Olay,20.22,4.8,833,0
Wilson Sports Product,Sports,Wilson,2.59,4.4,150562,0
General Mills Food Product,Food,General Mills,22.17,4.6,25,0
Reebok Sports Product,Sports,Reebok,12.31,3.8,1,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,32.3,3.2,97,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,17.45,4.3,458,0
Black+Decker Tools Product,Tools,Black+Decker,64.3,3.6,183,0
Apple Electronics Product,Electronics,Apple,13.47,4.4,340,0
DeWalt Tools Product,Tools,DeWalt,56.69,4.0,32,0
Bosch Automotive Product,Automotive,Bosch,453.54,4.5,4508,0
Gap Clothing Product,Clothing,Gap,45.29,4.5,310,0
Campbell's Food Product,Food,Campbell's,21.97,3.5,132,0
Rain-X Automotive Product,Automotive,Rain-X,101.83,4.7,12,0
General Mills Food Product,Food,General Mills,20.37,4.6,65,0
Samsung Electronics Product,Electronics,Samsung,13.8,3.1,58,0
Campbell's Food Product,Food,Campbell's,112.06,4.6,16,0
Meguiar's Automotive Product,Automotive,Meguiar's,129.17,4.1,6,0
Milwaukee Tools Product,Tools,Milwaukee,30.06,4.7,938,0
Olay Beauty Product,Beauty,Olay,13.46,4.4,130,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,119.95,5.0,1916,1
Sony Electronics Product,Electronics,Sony,42.6,5.0,63,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,116.52,4.2,200,0
Armor All Automotive Product,Automotive,Armor All,4.28,4.8,728,0
Neutrogena Beauty Product,Beauty,Neutrogena,28.82,4.4,8,0
General Mills Food Product,Food,General Mills,3.1,4.7,52,0
Milwaukee Tools Product,Tools,Milwaukee,58.21,4.2,321,0
Olay Beauty Product,Beauty,Olay,4.25,4.0,86,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,11.5,3.5,284,0
Nestle Food Product,Food,Nestle,54.34,4.4,36,0
Maybelline Beauty Product,Beauty,Maybelline,36.44,5.0,300,0
Gap Clothing Product,Clothing,Gap,88.56,4.1,439,0
Nike Sports Product,Sports,Nike,46.91,2.9,278,0
Nestle Food Product,Food,Nestle,31.79,4.8,247,0
Bosch Automotive Product,Automotive,Bosch,20.75,3.6,64,0
HarperCollins Books Product,Books,HarperCollins,25.53,4.7,14199,0
Wilson Sports Product,Sports,Wilson,140.09,4.2,2,0
Stanley Tools Product,Tools,Stanley,19.02,3.2,119,0
Bose Electronics Product,Electronics,Bose,4.73,3.8,691,0
Kraft Food Product,Food,Kraft,209.97,5.0,797,0
Reebok Sports Product,Sports,Reebok,45.38,3.2,110,0
L'Oreal Beauty Product,Beauty,L'Oreal,11.11,4.6,31,0
HarperCollins Books Product,Books,HarperCollins,10.42,2.6,1613,0
Campbell's Food Product,Food,Campbell's,57.64,4.2,1,0
Gap Clothing Product,Clothing,Gap,275.75,4.5,27,0
H&M Clothing Product,Clothing,H&M,35.93,3.3,168,1
Maybelline Beauty Product,Beauty,Maybelline,8.96,4.4,88,0
Bose Electronics Product,Electronics,Bose,13.11,5.0,269,0
Maybelline Beauty Product,Beauty,Maybelline,19.49,4.2,606,1
Kellogg's Food Product,Food,Kellogg's,16.17,4.1,2032,0
LG Electronics Product,Electronics,LG,148.31,3.3,580,0
Wilson Sports Product,Sports,Wilson,34.02,5.0,9,0
Norton Books Product,Books,Norton,106.6,3.5,100,0
Bosch Automotive Product,Automotive,Bosch,132.57,4.8,405,0
Nike Clothing Product,Clothing,Nike,8.71,4.6,281,0
3M Automotive Product,Automotive,3M,23.08,3.2,83,0
Penguin Books Product,Books,Penguin,26.23,3.6,52,0
Wiley Books Product,Books,Wiley,111.39,5.0,22,0
Nike Clothing Product,Clothing,Nike,43.68,3.7,31,0
Mattel Toys Product,Toys,Mattel,17.81,3.4,437,0
Olay Beauty Product,Beauty,Olay,15.82,4.7,43,0
Nike Sports Product,Sports,Nike,96.4,4.2,940,0
Fisher-Price Toys Product,Toys,Fisher-Price,303.76,4.4,67,0
Rain-X Automotive Product,Automotive,Rain-X,123.52,3.9,61,0
Zara Clothing Product,Clothing,Zara,28.84,4.1,16,0
Bose Electronics Product,Electronics,Bose,5.73,5.0,62,1
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,30.55,3.6,506,0
Maybelline Beauty Product,Beauty,Maybelline,223.89,4.4,51,0
Black+Decker Tools Product,Tools,Black+Decker,24.53,4.0,90,0
Samsung Electronics Product,Electronics,Samsung,74.7,5.0,73,0
Zara Clothing Product,Clothing,Zara,5.75,4.8,7294,0
Mattel Toys Product,Toys,Mattel,3.74,3.4,159,0
Under Armour Sports Product,Sports,Under Armour,225.31,3.8,144,0
Olay Beauty Product,Beauty,Olay,83.43,4.3,6,0
Norton Books Product,Books,Norton,60.26,4.0,2,0
Adidas Clothing Product,Clothing,Adidas,13.4,5.0,5,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,9.21,4.2,35,0
Makita Tools Product,Tools,Makita,47.45,4.4,230,1
Under Armour Sports Product,Sports,Under Armour,311.84,3.9,255,0
Wiley Books Product,Books,Wiley,38.17,4.7,23,0
Anker Electronics Product,Electronics,Anker,18.18,4.2,61,0
General Mills Food Product,Food,General Mills,3.26,3.4,29,0
Rain-X Automotive Product,Automotive,Rain-X,84.96,3.1,10,0
Black+Decker Tools Product,Tools,Black+Decker,35.26,4.2,481,0
Rain-X Automotive Product,Automotive,Rain-X,46.98,4.2,419,0
Mattel Toys Product,Toys,Mattel,198.58,4.6,15,0
Nike Sports Product,Sports,Nike,22.23,4.4,208,0
LEGO Toys Product,Toys,LEGO,6.44,3.9,26,0
Norton Books Product,Books,Norton,5.02,3.6,117,0
Gap Clothing Product,Clothing,Gap,26.07,4.5,1110,0
General Mills Food Product,Food,General Mills,14.23,3.3,26,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,5.94,4.4,68,0
Makita Tools Product,Tools,Makita,34.33,4.0,287,0
CeraVe Beauty Product,Beauty,CeraVe,331.97,4.5,222,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,3.27,4.6,391,0
DeWalt Tools Product,Tools,DeWalt,24.65,5.0,226,0
H&M Clothing Product,Clothing,H&M,38.79,5.0,115,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,39.08,3.1,25,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,89.5,3.5,990,0
Samsung Electronics Product,Electronics,Samsung,30.63,5.0,195,0
Samsung Electronics Product,Electronics,Samsung,71.63,4.3,12,0
LEGO Toys Product,Toys,LEGO,4.9,4.7,321,0
Neutrogena Beauty Product,Beauty,Neutrogena,40.87,3.0,82,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,51.52,3.3,2,0
Penguin Books Product,Books,Penguin,102.16,5.0,18399,0
Adidas Sports Product,Sports,Adidas,23.16,3.2,3,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,164.62,4.2,169,1
Bosch Automotive Product,Automotive,Bosch,61.85,4.1,372,0
Zara Clothing Product,Clothing,Zara,67.74,4.7,430,0
Mattel Toys Product,Toys,Mattel,47.95,4.1,76,0
Sony Electronics Product,Electronics,Sony,10.23,4.2,285,0
Norton Books Product,Books,Norton,85.18,4.8,33,0
Random House Books Product,Books,Random House,13.03,4.9,20,0
Reebok Sports Product,Sports,Reebok,63.92,3.4,103,0
Mattel Toys Product,Toys,Mattel,38.43,5.0,1207,0
Neutrogena Beauty Product,Beauty,Neutrogena,38.69,5.0,23,0
Maybelline Beauty Product,Beauty,Maybelline,23.38,2.5,47,0
CeraVe Beauty Product,Beauty,CeraVe,38.2,3.9,181,0
Rain-X Automotive Product,Automotive,Rain-X,16.19,3.3,101,0
Bose Electronics Product,Electronics,Bose,29.72,4.5,215,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,87.88,3.7,150,0
Sony Electronics Product,Electronics,Sony,7.21,4.9,127,0
Nestle Food Product,Food,Nestle,20.19,4.3,26,0
Bosch Automotive Product,Automotive,Bosch,16.09,4.5,251,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,119.85,3.4,34,0
Adidas Sports Product,Sports,Adidas,44.44,4.6,525,0
Zara Clothing Product,Clothing,Zara,46.11,3.1,70,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,171.64,5.0,168,0
Meguiar's Automotive Product,Automotive,Meguiar's,32.68,4.2,92,0
Apple Electronics Product,Electronics,Apple,43.59,4.2,37,0
Samsung Electronics Product,Electronics,Samsung,28.83,5.0,174,0
Makita Tools Product,Tools,Makita,39.5,5.0,23,0
General Mills Food Product,Food,General Mills,16.42,5.0,2825,0
Random House Books Product,Books,Random House,112.53,4.6,198,0
DeWalt Tools Product,Tools,DeWalt,27.76,3.8,3,0
Armor All Automotive Product,Automotive,Armor All,94.4,5.0,47,0
Levi's Clothing Product,Clothing,Levi's,98.1,4.1,83,0
Kraft Food Product,Food,Kraft,250.61,4.0,77,1
Reebok Sports Product,Sports,Reebok,148.36,3.6,347,0
Adidas Sports Product,Sports,Adidas,6.64,4.1,47,0
Rain-X Automotive Product,Automotive,Rain-X,6.75,4.6,57,0
Adidas Clothing Product,Clothing,Adidas,14.98,3.9,544,0
Olay Beauty Product,Beauty,Olay,356.08,4.2,250,0
Levi's Clothing Product,Clothing,Levi's,64.49,4.2,61,0
Meguiar's Automotive Product,Automotive,Meguiar's,13.1,4.6,10,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,6.67,4.7,125032,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,19.17,4.3,939,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,488.97,3.9,625,0
Penguin Books Product,Books,Penguin,69.61,4.3,1729,0
Hasbro Toys Product,Toys,Hasbro,31.69,3.2,941,0
Adidas Sports Product,Sports,Adidas,115.9,4.2,88,0
Under Armour Sports Product,Sports,Under Armour,96.82,4.3,216,0
Sony Electronics Product,Electronics,Sony,7.09,3.8,231,0
Adidas Sports Product,Sports,Adidas,12.84,4.2,11292,0
Penguin Books Product,Books,Penguin,263.37,3.9,84,0
Adidas Sports Product,Sports,Adidas,9.51,5.0,339,0
Makita Tools Product,Tools,Makita,65.82,4.4,273,0
Kellogg's Food Product,Food,Kellogg's,116.34,3.6,145,0
Mattel Toys Product,Toys,Mattel,42.69,5.0,817,0
Rain-X Automotive Product,Automotive,Rain-X,16.13,4.6,229,0
Maybelline Beauty Product,Beauty,Maybelline,29.03,4.1,341,0
Wiley Books Product,Books,Wiley,74.15,3.2,80,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,7.57,5.0,9,0
L'Oreal Beauty Product,Beauty,L'Oreal,13.13,5.0,1,1
LG Electronics Product,Electronics,LG,19.81,4.2,327,0
Apple Electronics Product,Electronics,Apple,24.18,4.1,211,0
LEGO Toys Product,Toys,LEGO,70.67,4.0,260,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,5.35,5.0,17742,1
Reebok Sports Product,Sports,Reebok,14.63,4.3,49,0
DeWalt Tools Product,Tools,DeWalt,9.71,3.6,55,0
Mattel Toys Product,Toys,Mattel,21.66,4.3,8696,1
Black+Decker Tools Product,Tools,Black+Decker,45.91,4.3,51,0
Rain-X Automotive Product,Automotive,Rain-X,42.78,3.9,784,0
Apple Electronics Product,Electronics,Apple,29.54,5.0,714,0
Zara Clothing Product,Clothing,Zara,34.19,4.7,74,0
Bosch Automotive Product,Automotive,Bosch,21.49,4.6,15,0
Rain-X Automotive Product,Automotive,Rain-X,144.69,4.5,1661,0
Bose Electronics Product,Electronics,Bose,34.02,2.8,5,0
Fisher-Price Toys Product,Toys,Fisher-Price,17.83,5.0,135,0
Olay Beauty Product,Beauty,Olay,12.73,4.3,4186,0
Anker Electronics Product,Electronics,Anker,15.06,4.3,5246,0
Penguin Books Product,Books,Penguin,8.06,4.5,120,0
Bose Electronics Product,Electronics,Bose,4.72,3.6,224,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,16.8,2.9,12356,0
DeWalt Tools Product,Tools,DeWalt,19.37,3.9,37,1
DeWalt Tools Product,Tools,DeWalt,36.8,3.9,29,0
Neutrogena Beauty Product,Beauty,Neutrogena,2.83,4.0,15,0
Mattel Toys Product,Toys,Mattel,68.84,4.2,16,0
HarperCollins Books Product,Books,HarperCollins,175.63,5.0,794,0
Campbell's Food Product,Food,Campbell's,50.16,4.4,878,0
Under Armour Sports Product,Sports,Under Armour,132.29,3.3,1496,0
Penguin Books Product,Books,Penguin,27.98,3.9,67,0
Bose Electronics Product,Electronics,Bose,51.19,3.2,21,0
HarperCollins Books Product,Books,HarperCollins,17.89,4.5,91,0
Meguiar's Automotive Product,Automotive,Meguiar's,9.0,4.2,436,0
Maybelline Beauty Product,Beauty,Maybelline,195.34,4.3,38,0
Milwaukee Tools Product,Tools,Milwaukee,15.79,3.9,1059,0
Reebok Sports Product,Sports,Reebok,57.09,4.2,973,0
Mattel Toys Product,Toys,Mattel,11.99,4.6,107,0
Milwaukee Tools Product,Tools,Milwaukee,128.31,3.0,661,0
Sony Electronics Product,Electronics,Sony,58.56,4.7,54,0
Kraft Food Product,Food,Kraft,151.05,4.5,610,0
3M Automotive Product,Automotive,3M,33.82,3.7,24,0
Nike Clothing Product,Clothing,Nike,123.03,5.0,4645,0
Adidas Sports Product,Sports,Adidas,85.24,4.1,2160,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,109.21,4.0,74,0
Bose Electronics Product,Electronics,Bose,28.57,3.8,194,0
Levi's Clothing Product,Clothing,Levi's,356.63,4.3,270,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,2.77,4.3,142,1
Stanley Tools Product,Tools,Stanley,1.94,3.6,44,1
Bosch Automotive Product,Automotive,Bosch,48.14,3.7,61,0
Kraft Food Product,Food,Kraft,35.33,4.8,16,0
Anker Electronics Product,Electronics,Anker,394.44,4.2,1975,0
Bose Electronics Product,Electronics,Bose,81.43,3.0,29,0
Mattel Toys Product,Toys,Mattel,25.6,2.0,35,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,102.11,4.7,117,0
Wilson Sports Product,Sports,Wilson,16.9,3.9,18,0
H&M Clothing Product,Clothing,H&M,96.18,3.9,101,0
Nike Sports Product,Sports,Nike,114.2,3.4,1,1
Milwaukee Tools Product,Tools,Milwaukee,96.57,3.5,613,0
Stanley Tools Product,Tools,Stanley,13.28,4.0,133,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,24.85,4.1,9,0
Nike Sports Product,Sports,Nike,150.2,4.7,73,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,14.06,4.9,27,0
Adidas Clothing Product,Clothing,Adidas,40.38,4.2,89,0
Anker Electronics Product,Electronics,Anker,219.36,3.7,3124,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,20.39,4.2,43,0
Wiley Books Product,Books,Wiley,304.11,4.1,1168,0
Under Armour Sports Product,Sports,Under Armour,21.85,4.0,308,0
Kraft Food Product,Food,Kraft,79.5,5.0,21396,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,87.53,3.8,5022,0
Makita Tools Product,Tools,Makita,3.89,4.2,269,0
Under Armour Sports Product,Sports,Under Armour,3.43,5.0,76,1
Neutrogena Beauty Product,Beauty,Neutrogena,23.37,4.5,413,0
Adidas Clothing Product,Clothing,Adidas,142.08,4.0,316,0
Nike Sports Product,Sports,Nike,42.87,3.8,0,1
Black+Decker Tools Product,Tools,Black+Decker,37.62,3.8,1100,0
Wiley Books Product,Books,Wiley,22.6,3.5,76,0
Fisher-Price Toys Product,Toys,Fisher-Price,6.39,4.9,4,0
Nestle Food Product,Food,Nestle,70.19,5.0,26,0
L'Oreal Beauty Product,Beauty,L'Oreal,180.98,4.0,424,0
3M Automotive Product,Automotive,3M,60.69,4.2,35,0
General Mills Food Product,Food,General Mills,42.79,3.4,35,0
3M Automotive Product,Automotive,3M,70.61,4.7,620,0
Black+Decker Tools Product,Tools,Black+Decker,30.86,4.1,22,0
Makita Tools Product,Tools,Makita,71.55,4.0,13,0
Black+Decker Tools Product,Tools,Black+Decker,4.41,3.9,1179,0
Black+Decker Tools Product,Tools,Black+Decker,55.98,3.3,267,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,49.19,4.2,1637,0
Maybelline Beauty Product,Beauty,Maybelline,366.1,4.0,1238,0
LG Electronics Product,Electronics,LG,7.27,4.8,44,0
Mattel Toys Product,Toys,Mattel,1.08,4.5,145,0
General Mills Food Product,Food,General Mills,24.02,5.0,61,0
Olay Beauty Product,Beauty,Olay,74.01,4.6,1042,1
Wilson Sports Product,Sports,Wilson,7.87,4.4,57,0
Kraft Food Product,Food,Kraft,72.59,4.5,121,0
Hasbro Toys Product,Toys,Hasbro,134.94,3.2,59,0
Gap Clothing Product,Clothing,Gap,3.41,4.6,54,1
L'Oreal Beauty Product,Beauty,L'Oreal,68.01,4.3,129,0
Samsung Electronics Product,Electronics,Samsung,57.13,3.7,104,0
Neutrogena Beauty Product,Beauty,Neutrogena,54.19,4.1,77,0
Makita Tools Product,Tools,Makita,83.73,5.0,131,1
Meguiar's Automotive Product,Automotive,Meguiar's,23.82,3.9,27,1
Rain-X Automotive Product,Automotive,Rain-X,47.51,4.7,303,1
Sony Electronics Product,Electronics,Sony,7.33,5.0,1546,0
Meguiar's Automotive Product,Automotive,Meguiar's,98.61,3.3,120,0
H&M Clothing Product,Clothing,H&M,86.09,4.4,1391,0
Olay Beauty Product,Beauty,Olay,8.54,4.2,68,0
Mattel Toys Product,Toys,Mattel,36.27,4.7,408,0
Random House Books Product,Books,Random House,54.26,3.6,317,0
Random House Books Product,Books,Random House,61.0,4.9,57,0
Neutrogena Beauty Product,Beauty,Neutrogena,123.93,5.0,45,0
Stanley Tools Product,Tools,Stanley,31.52,5.0,4,0
Apple Electronics Product,Electronics,Apple,6.66,4.8,70,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,5.02,3.9,56,0
Norton Books Product,Books,Norton,24.27,5.0,92,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,350.67,4.5,250,0
Gap Clothing Product,Clothing,Gap,30.34,5.0,13,0
Random House Books Product,Books,Random House,43.15,4.0,2,0
CeraVe Beauty Product,Beauty,CeraVe,141.33,4.2,215,0
Maybelline Beauty Product,Beauty,Maybelline,68.9,3.4,116,1
OXO Home & Kitchen Product,Home & Kitchen,OXO,49.03,3.7,184,0
Campbell's Food Product,Food,Campbell's,86.48,4.2,88,0
Random House Books Product,Books,Random House,39.23,4.3,126,0
Reebok Sports Product,Sports,Reebok,1327.04,3.7,45,0
Nike Clothing Product,Clothing,Nike,28.3,3.6,699,0
Gap Clothing Product,Clothing,Gap,3.76,3.6,136,0
Random House Books Product,Books,Random House,28.05,3.3,99,0
HarperCollins Books Product,Books,HarperCollins,1.61,3.4,109,0
General Mills Food Product,Food,General Mills,57.62,4.0,65,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,49.95,3.6,56,1
Rain-X Automotive Product,Automotive,Rain-X,103.94,4.7,32,0
Levi's Clothing Product,Clothing,Levi's,17.5,3.7,62,0
Makita Tools Product,Tools,Makita,162.47,4.7,125,0
Bose Electronics Product,Electronics,Bose,74.06,4.4,1493,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,55.81,3.0,12,0
Zara Clothing Product,Clothing,Zara,34.51,4.0,363,0
LG Electronics Product,Electronics,LG,5.76,3.3,204,0
Gap Clothing Product,Clothing,Gap,10.42,3.1,2,0
Campbell's Food Product,Food,Campbell's,2.63,4.2,404,0
Stanley Tools Product,Tools,Stanley,20.38,4.4,880,0
Nike Sports Product,Sports,Nike,43.52,4.5,39,0
CeraVe Beauty Product,Beauty,CeraVe,10.91,3.6,146,0
Fisher-Price Toys Product,Toys,Fisher-Price,31.68,3.8,88,0
Kraft Food Product,Food,Kraft,31.63,4.7,239,0
Bose Electronics Product,Electronics,Bose,3.28,3.3,79,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,11.4,4.1,234,0
