world_rank,university_name,teaching,international,research,citations,industry_income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio
909,University #909,15.2,42.8,11.4,25.2,53.9,15.5,16046,7.4,25%,75 : 32
910,University #910,19.0,22.3,26.5,18.2,57.2,19.6,6981,19.3,30%,40 : 41
911,University #911,18.0,90.4,25.2,17.6,80.3,17.7,15263,12.7,33%,50 : 60
912,University #912,10.4,31.2,10.0,10.0,64.7,12.6,37852,11.0,41%,56 : 63
913,University #913,18.4,5.0,22.7,13.0,33.4,17.1,3319,15.8,41%,57 : 60
914,University #914,10.0,42.0,14.6,15.0,36.5,19.2,31817,26.4,28%,48 : 39
915,University #915,20.7,43.3,13.1,24.1,39.8,18.1,6603,12.5,17%,31 : 43
916,University #916,16.3,67.5,19.2,10.0,25.5,15.3,12529,8.0,30%,35 : 34
917,University #917,13.8,34.7,10.0,10.0,29.6,12.7,1548,9.1,15%,47 : 71
918,University #918,10.0,54.7,13.2,14.5,73.0,14.2,4202,9.9,36%,33 : 52
919,University #919,15.1,70.9,10.0,13.8,33.1,16.7,7855,40.6,49%,55 : 38
920,University #920,14.7,49.2,14.3,23.3,10.0,16.2,11859,14.0,20%,40 : 54
921,University #921,15.5,72.6,16.3,15.0,53.5,16.7,4280,16.5,6%,52 : 70
922,University #922,14.5,7.7,11.7,14.6,49.0,15.4,26370,14.4,23%,46 : 60
923,University #923,11.8,7.1,21.5,14.4,54.9,14.4,23927,13.7,36%,50 : 56
924,University #924,15.9,5.0,10.0,13.4,59.5,14.5,1701,11.7,31%,49 : 57
925,University #925,11.4,5.0,14.7,10.0,65.2,11.9,12565,13.3,40%,48 : 66
926,University #926,14.9,50.6,11.2,10.0,49.0,10.5,22437,16.2,1%,52 : 55
927,University #927,17.1,54.4,14.0,20.1,79.7,18.0,1958,13.1,40%,41 : 76
928,University #928,18.9,28.7,22.3,22.1,78.1,19.5,24589,5.3,29%,56 : 70
929,University #929,18.0,24.3,16.5,20.4,55.3,18.6,43366,18.8,20%,50 : 61
930,University #930,20.6,20.5,18.0,17.7,30.2,17.8,9015,5.4,32%,50 : 50
931,University #931,16.4,30.7,12.3,19.8,45.1,17.0,22273,7.2,34%,63 : 43
932,University #932,11.2,75.8,11.9,10.0,87.7,12.0,3151,9.2,51%,44 : 43
933,University #933,17.1,47.1,11.3,21.2,47.5,15.2,11148,13.0,15%,58 : 43
934,University #934,10.0,28.9,13.6,10.0,56.0,13.0,40236,31.5,33%,21 : 54
935,University #935,11.9,54.6,20.5,11.7,72.0,14.2,30713,19.0,7%,55 : 44
936,University #936,10.0,57.2,11.8,10.0,68.8,11.7,17729,21.4,32%,49 : 45
937,University #937,14.0,70.7,18.4,10.0,56.5,14.2,9316,10.9,28%,40 : 53
938,University #938,11.7,88.2,12.4,14.4,100.0,15.1,11238,11.2,13%,51 : 51
939,University #939,12.6,23.3,15.6,21.4,29.4,16.1,21785,15.9,43%,52 : 38
940,University #940,20.8,96.5,22.5,20.0,10.0,18.2,70431,7.7,29%,54 : 39
941,University #941,18.1,68.0,15.1,21.2,31.3,15.3,8306,5.5,26%,58 : 47
942,University #942,16.7,64.1,12.1,10.0,35.3,13.2,665,14.8,41%,65 : 57
943,University #943,15.3,62.6,10.5,27.6,70.3,17.3,71521,17.1,15%,50 : 43
944,University #944,15.0,45.3,15.8,15.0,53.3,15.8,60712,22.2,29%,29 : 33
945,University #945,12.1,57.9,16.5,24.5,53.8,11.8,3978,21.6,1%,57 : 56
946,University #946,17.3,57.6,16.3,23.0,45.4,16.3,8020,15.7,23%,57 : 56
947,University #947,24.7,29.5,18.5,10.0,51.9,18.8,4569,10.3,35%,52 : 42
948,University #948,10.0,44.4,15.5,11.2,24.7,15.0,16228,14.0,20%,58 : 59
949,University #949,11.7,57.1,12.6,12.1,89.8,13.1,3162,10.1,5%,54 : 59
950,University #950,21.3,37.4,19.6,28.9,46.9,15.9,15771,19.0,27%,60 : 56
951,University #951,18.1,55.8,12.3,15.3,26.6,13.9,28437,15.6,21%,45 : 39
952,University #952,17.4,29.0,12.9,10.0,79.5,14.7,18656,10.0,1%,66 : 29
953,University #953,10.3,21.3,10.0,10.0,40.8,10.3,5989,16.0,39%,50 : 47
954,University #954,15.2,6.6,18.9,12.2,52.3,17.5,4904,7.6,35%,51 : 32
955,University #955,11.4,11.5,13.9,12.4,63.7,13.8,8875,30.7,19%,37 : 60
956,University #956,12.9,41.0,16.6,16.3,43.5,12.9,14383,16.3,1%,46 : 53
957,University #957,19.6,37.9,15.6,16.0,26.1,14.9,4914,5.6,15%,40 : 73
958,University #958,14.6,29.2,15.1,12.6,40.8,14.2,35939,13.5,39%,50 : 46
959,University #959,16.6,5.0,16.0,26.3,23.3,16.9,25149,7.0,36%,58 : 44
960,University #960,12.4,24.6,13.6,13.2,59.7,11.7,12659,9.2,29%,37 : 42
961,University #961,10.0,81.8,12.9,16.9,51.9,14.3,98830,6.2,57%,50 : 43
962,University #962,11.7,51.1,10.1,13.2,54.5,12.6,22666,19.5,30%,54 : 44
963,University #963,19.3,46.1,13.9,14.8,53.0,18.0,35277,13.0,33%,39 : 72
964,University #964,11.5,64.6,14.2,10.0,47.3,12.9,25908,7.4,11%,36 : 50
965,University #965,12.5,5.0,21.2,10.0,95.6,16.0,8036,5.0,7%,48 : 40
966,University #966,13.9,32.3,10.0,20.8,48.4,13.0,1485,6.2,7%,43 : 80
967,University #967,16.5,6.5,11.4,10.0,52.1,14.2,6032,16.0,35%,40 : 47
968,University #968,11.0,67.2,18.9,11.6,50.6,16.8,34580,15.7,21%,73 : 44
969,University #969,10.0,97.4,10.0,10.0,58.0,13.2,2586,8.1,27%,66 : 51
970,University #970,13.0,40.0,13.4,10.1,51.5,13.4,21223,10.4,21%,35 : 47
971,University #971,20.5,38.8,14.2,24.1,55.6,18.3,13254,16.5,25%,42 : 53
972,University #972,20.2,26.4,14.7,13.6,12.7,14.2,7204,16.4,12%,28 : 59
973,University #973,11.4,66.0,22.2,10.0,74.9,14.1,59888,11.7,31%,55 : 59
974,University #974,14.6,45.0,10.0,10.0,41.4,12.0,10111,11.0,60%,48 : 44
975,University #975,10.0,59.8,16.6,11.4,34.9,12.0,13867,13.6,31%,55 : 40
976,University #976,12.2,43.5,10.0,10.0,28.3,14.6,98514,13.2,37%,44 : 39
977,University #977,10.4,38.8,12.2,14.2,61.9,12.6,2263,8.2,28%,33 : 41
978,University #978,12.7,5.0,16.7,11.2,40.2,15.3,5727,18.6,27%,49 : 44
979,University #979,13.8,15.4,10.0,14.7,61.8,12.9,13445,8.7,34%,38 : 52
980,University #980,21.3,57.5,11.5,23.9,67.6,13.6,2460,5.0,32%,59 : 40
981,University #981,10.0,31.3,10.0,10.0,76.8,10.8,71972,13.6,31%,43 : 40
982,University #982,18.3,67.2,22.2,16.8,14.4,16.6,21301,18.2,34%,50 : 56
983,University #983,10.9,90.5,12.5,10.0,51.3,11.4,22290,11.2,23%,34 : 46
984,University #984,22.6,13.3,17.5,15.1,75.9,17.0,4153,16.0,69%,57 : 40
985,University #985,10.9,79.0,13.3,15.0,28.7,13.2,2164,19.6,23%,58 : 39
986,University #986,11.4,33.9,14.9,18.2,55.3,14.0,3124,14.8,18%,45 : 53
987,University #987,12.3,34.3,10.0,11.9,31.2,11.5,8032,14.6,50%,44 : 34
988,University #988,10.0,18.3,10.0,13.7,24.6,11.3,4981,7.6,17%,35 : 50
989,University #989,10.1,10.2,10.0,14.2,91.1,10.8,3627,13.9,9%,72 : 51
990,University #990,16.9,35.4,20.2,10.0,48.4,13.3,4876,14.6,13%,52 : 55
991,University #991,10.0,5.0,15.0,10.0,83.8,11.5,10988,5.1,9%,39 : 62
992,University #992,12.1,32.6,14.5,11.9,34.3,12.8,30134,11.9,39%,59 : 47
993,University #993,10.0,62.6,11.5,12.7,90.9,12.5,42886,13.4,39%,63 : 53
994,University #994,16.0,5.0,18.8,10.0,32.8,11.9,29901,36.0,1%,60 : 41
995,University #995,18.9,25.5,18.5,10.0,46.0,16.0,7020,11.8,30%,49 : 40
996,University #996,10.2,42.7,14.5,23.4,28.1,11.2,6721,19.9,19%,53 : 48
997,University #997,10.2,31.3,10.0,15.5,43.7,13.6,12942,10.6,53%,57 : 52
998,University #998,11.0,46.1,10.0,10.4,63.0,10.6,100000,8.4,1%,43 : 58
999,University #999,11.5,29.6,12.9,16.3,35.8,10.0,100000,6.4,24%,66 : 40
1000,University #1000,10.0,62.5,10.0,10.0,35.3,10.4,9079,12.6,21%,49 : 54
1001,University #1001,10.0,61.9,17.5,10.0,48.1,10.6,50740,8.2,49%,46 : 59
1002,University #1002,18.8,5.0,22.4,11.5,45.1,13.9,100000,13.1,14%,56 : 50
1003,University #1003,17.7,70.9,27.5,33.2,50.4,19.5,8840,23.9,41%,48 : 62
1004,University #1004,10.0,34.4,10.0,10.0,52.9,10.1,14193,16.8,24%,37 : 43
1005,University #1005,17.7,46.1,10.0,18.5,44.9,14.6,35631,16.6,33%,50 : 44
1006,University #1006,13.2,47.3,10.0,10.0,64.7,10.0,9121,6.6,15%,51 : 33
1007,University #1007,10.0,51.0,10.0,15.4,32.5,11.5,49691,6.6,35%,44 : 40
1008,University #1008,17.5,27.5,15.1,13.9,53.8,18.4,1732,5.9,13%,47 : 54
1009,University #1009,22.1,46.0,12.3,17.0,33.7,15.7,11551,22.3,60%,53 : 53
1010,University #1010,10.0,68.4,16.9,10.0,92.5,13.5,12856,6.8,3%,65 : 58
1011,University #1011,10.0,24.3,10.5,15.3,69.3,10.1,12363,12.1,8%,47 : 67
1012,University #1012,10.2,20.6,10.0,18.8,85.3,11.1,7692,19.0,32%,51 : 64
1013,University #1013,10.0,29.8,10.0,10.0,59.3,13.1,6539,17.6,24%,60 : 63
1014,University #1014,11.0,65.7,10.1,10.0,44.0,10.0,35603,10.7,32%,53 : 54
1015,University #1015,11.2,31.0,17.2,10.0,48.5,13.6,7595,10.9,1%,60 : 54
1016,University #1016,17.3,57.3,10.0,10.0,48.8,13.3,45034,12.5,14%,59 : 44
1017,University #1017,18.5,93.9,16.0,18.3,15.7,14.2,13519,9.1,38%,42 : 40
1018,University #1018,10.7,32.4,10.0,19.5,45.3,11.0,3923,14.1,18%,51 : 32
1019,University #1019,11.5,38.1,13.5,10.0,82.2,11.3,3660,7.4,19%,56 : 54
1020,University #1020,16.0,51.0,18.2,14.6,42.7,17.0,3041,14.2,39%,45 : 55
1021,University #1021,10.0,49.7,20.0,11.9,66.3,12.9,17648,14.6,1%,41 : 27
1022,University #1022,14.9,65.7,13.8,10.0,47.2,14.7,9133,7.7,57%,37 : 44
1023,University #1023,10.1,63.9,16.6,15.4,43.2,14.2,8870,10.0,32%,33 : 52
1024,University #1024,20.9,7.0,17.4,21.2,69.0,15.4,21760,9.3,26%,56 : 48
1025,University #1025,11.7,74.4,10.8,23.9,34.1,13.7,27739,13.9,17%,68 : 53
1026,University #1026,10.0,15.5,10.2,12.1,59.0,13.8,7610,7.6,9%,52 : 62
1027,University #1027,13.2,43.9,11.0,10.0,71.2,11.4,12660,12.9,29%,43 : 45
1028,University #1028,11.0,43.2,12.3,10.4,51.0,12.9,10990,6.0,26%,38 : 44
1029,University #1029,14.2,76.9,12.7,10.0,50.5,12.8,4537,18.8,22%,35 : 48
1030,University #1030,11.5,24.6,13.2,10.0,58.4,11.5,15195,10.7,55%,58 : 44
1031,University #1031,10.0,47.8,12.7,11.8,59.0,12.0,8236,7.5,43%,37 : 46
1032,University #1032,10.0,14.2,10.0,10.0,34.8,12.1,11031,26.2,1%,51 : 57
1033,University #1033,10.0,57.4,10.0,14.5,31.6,12.7,65993,9.2,18%,46 : 41
1034,University #1034,10.0,51.5,11.2,12.3,75.0,11.0,45151,5.5,23%,54 : 65
1035,University #1035,10.0,36.1,10.3,10.0,44.1,12.4,10135,27.2,40%,62 : 52
1036,University #1036,15.8,56.6,11.9,16.3,62.4,15.0,8446,9.6,18%,34 : 64
1037,University #1037,17.7,69.2,11.2,23.7,55.0,13.4,25552,16.9,47%,49 : 46
1038,University #1038,12.1,51.4,10.0,13.6,63.9,12.4,2133,28.4,32%,41 : 47
1039,University #1039,10.0,43.8,10.0,10.0,63.9,10.5,16107,10.2,1%,36 : 37
1040,University #1040,10.9,26.3,14.9,10.8,75.2,12.9,16730,7.1,28%,59 : 60
1041,University #1041,14.2,41.1,16.8,10.0,13.7,12.3,3527,5.1,1%,59 : 51
1042,University #1042,13.5,69.9,15.3,11.4,37.9,10.0,16285,10.5,45%,43 : 53
1043,University #1043,13.5,14.0,18.8,17.0,42.4,11.5,15044,7.3,28%,44 : 50
1044,University #1044,12.7,13.9,14.0,15.5,72.5,13.7,4343,24.8,20%,39 : 45
1045,University #1045,10.0,56.2,10.0,11.4,26.5,10.0,23060,9.1,10%,61 : 56
1046,University #1046,12.1,43.1,16.3,13.7,44.6,13.5,79257,21.3,18%,31 : 57
1047,University #1047,10.3,48.2,14.4,10.0,42.8,15.3,3408,9.6,10%,57 : 57
1048,University #1048,11.7,76.9,10.0,10.0,71.2,12.5,20571,5.0,4%,49 : 50
1049,University #1049,12.2,72.0,11.7,12.1,74.5,13.9,6190,22.6,44%,47 : 45
1050,University #1050,20.4,46.3,16.4,29.7,14.9,17.6,31387,15.8,35%,47 : 58
1051,University #1051,12.3,17.7,14.3,17.6,72.2,12.3,4146,10.3,21%,44 : 61
1052,University #1052,10.2,8.1,10.0,11.8,41.9,10.0,6573,13.8,27%,21 : 75
1053,University #1053,15.0,49.4,17.1,14.9,59.7,13.9,13351,20.8,33%,53 : 51
1054,University #1054,15.6,5.0,12.7,14.1,10.7,13.9,10712,8.6,30%,58 : 56
1055,University #1055,10.0,20.9,10.0,15.3,45.0,10.2,24991,9.1,30%,62 : 48
1056,University #1056,12.7,40.5,10.0,15.7,54.9,10.1,14835,14.0,16%,51 : 58
1057,University #1057,10.8,42.4,13.4,12.6,68.8,14.5,12957,10.6,10%,41 : 41
1058,University #1058,15.4,42.5,15.7,16.1,13.2,13.0,6055,17.8,34%,55 : 45
1059,University #1059,13.1,23.0,10.0,19.6,81.9,12.5,4044,18.9,7%,47 : 49
1060,University #1060,10.0,20.1,10.3,15.8,36.5,10.0,22952,17.7,56%,70 : 47
1061,University #1061,11.2,50.5,10.0,15.1,100.0,10.0,4581,5.6,33%,36 : 31
1062,University #1062,13.2,76.1,10.0,11.2,66.4,12.9,51001,8.0,18%,40 : 51
1063,University #1063,10.0,61.3,10.0,13.1,56.8,12.9,27875,13.8,1%,55 : 59
1064,University #1064,17.6,49.1,10.0,11.6,46.8,14.8,7568,10.0,24%,35 : 36
1065,University #1065,10.0,34.5,13.1,11.0,56.1,10.0,3754,16.9,59%,40 : 58
1066,University #1066,14.6,5.0,10.0,10.0,45.1,15.6,3018,17.5,6%,54 : 59
1067,University #1067,10.0,5.0,12.5,10.0,40.4,10.0,15623,10.7,19%,38 : 48
1068,University #1068,13.3,59.3,11.8,14.4,48.5,14.1,23946,8.9,44%,35 : 38
1069,University #1069,16.9,43.9,12.5,22.6,10.0,15.8,35899,5.1,45%,52 : 60
1070,University #1070,16.8,47.9,10.0,15.1,54.6,13.8,17480,10.5,34%,49 : 42
1071,University #1071,12.1,99.2,10.0,18.3,53.0,10.0,21380,12.0,1%,33 : 46
1072,University #1072,10.0,10.0,10.0,19.3,73.1,10.0,3028,9.8,39%,35 : 45
1073,University #1073,10.0,72.3,10.0,10.0,29.1,11.3,5493,13.6,23%,56 : 61
1074,University #1074,10.0,32.9,10.0,12.8,32.0,10.0,100000,15.1,22%,46 : 72
1075,University #1075,10.0,5.0,10.1,13.2,15.7,10.0,1477,9.1,17%,43 : 61
1076,University #1076,13.7,43.0,17.0,10.9,65.8,10.8,38681,7.7,18%,56 : 44
1077,University #1077,11.5,5.0,12.5,10.0,10.0,12.8,18301,8.3,12%,60 : 55
1078,University #1078,10.0,44.0,10.0,10.0,50.3,10.3,45879,10.0,21%,57 : 61
1079,University #1079,17.1,18.2,10.0,11.3,61.6,13.7,47597,10.9,15%,42 : 59
1080,University #1080,10.0,18.2,10.0,10.0,55.2,10.3,77212,6.5,29%,58 : 55
1081,University #1081,14.0,22.0,10.0,14.9,35.9,10.9,14056,8.6,5%,68 : 49
1082,University #1082,12.1,36.7,13.9,14.4,69.3,12.9,13896,5.7,28%,46 : 40
1083,University #1083,18.4,41.9,10.5,10.0,52.9,12.2,40872,11.2,4%,53 : 45
1084,University #1084,14.8,38.2,12.0,10.0,57.4,13.8,23740,7.7,21%,49 : 45
1085,University #1085,20.3,47.7,10.0,14.6,52.3,10.9,69930,14.6,54%,49 : 38
1086,University #1086,11.9,58.2,16.7,10.6,58.7,14.4,31495,18.9,38%,51 : 45
1087,University #1087,11.7,5.0,10.0,10.6,72.2,10.0,3998,12.1,43%,22 : 25
1088,University #1088,10.9,99.2,10.0,10.0,13.6,10.8,99630,26.4,36%,42 : 51
1089,University #1089,10.0,44.6,10.3,10.0,29.2,10.0,18629,14.1,28%,49 : 50
1090,University #1090,14.8,5.0,10.0,10.0,65.9,12.0,49265,13.2,43%,44 : 45
1091,University #1091,10.0,30.5,11.2,18.6,65.8,11.1,28867,45.1,23%,54 : 49
1092,University #1092,10.0,18.6,12.2,10.0,26.6,10.0,34616,15.5,13%,50 : 48
1093,University #1093,10.0,45.4,10.0,13.5,22.2,11.7,5363,5.6,30%,57 : 42
1094,University #1094,12.7,100.0,10.0,10.0,47.3,10.0,20012,10.2,48%,53 : 45
1095,University #1095,17.2,5.0,15.1,10.0,45.0,12.0,7606,5.1,16%,62 : 43
1096,University #1096,12.3,82.0,10.0,10.0,72.7,10.0,3012,19.8,1%,34 : 55
1097,University #1097,13.8,83.2,10.0,15.0,88.2,10.0,1814,15.4,30%,58 : 34
1098,University #1098,10.6,56.0,10.0,12.4,54.5,10.5,27047,20.7,30%,46 : 59
1099,University #1099,10.0,49.6,10.0,10.0,52.1,12.8,11131,6.1,25%,48 : 56
1100,University #1100,10.0,37.7,14.4,10.0,31.3,10.0,70566,8.7,45%,64 : 25
1101,University #1101,19.1,63.3,14.1,13.4,57.5,13.1,44502,6.1,16%,51 : 42
1102,University #1102,17.8,57.7,19.3,16.0,61.5,15.7,13889,7.2,37%,49 : 52
1103,University #1103,15.4,5.0,15.9,20.3,54.5,11.7,10642,5.0,24%,56 : 70
1104,University #1104,10.2,58.3,11.6,10.0,68.2,12.7,4525,9.9,37%,58 : 54
1105,University #1105,10.0,28.3,14.6,10.0,67.6,12.3,15129,29.3,38%,35 : 53
1106,University #1106,12.1,32.7,10.0,10.0,57.5,10.5,8163,23.4,7%,51 : 62
1107,University #1107,11.2,52.3,14.0,12.8,50.5,11.6,42494,8.0,20%,36 : 43
1108,University #1108,14.9,33.3,10.0,10.0,44.3,10.0,6460,17.3,19%,57 : 34
1109,University #1109,10.3,83.6,10.0,10.0,36.9,11.2,22206,13.5,36%,53 : 46
1110,University #1110,10.0,30.5,10.0,10.0,54.1,10.0,4023,6.9,24%,38 : 52
1111,University #1111,10.0,23.1,10.0,10.0,52.9,10.0,35452,26.8,27%,44 : 41
1112,University #1112,12.8,51.5,11.2,20.1,56.6,11.3,28531,13.9,30%,39 : 53
1113,University #1113,11.2,5.0,12.9,10.0,56.3,10.0,10585,14.6,9%,44 : 60
1114,University #1114,10.0,55.9,15.6,13.4,83.4,12.0,28777,5.0,17%,44 : 55
1115,University #1115,10.0,9.1,13.9,10.0,43.4,10.0,85229,7.8,42%,39 : 59
1116,University #1116,10.0,67.3,16.5,19.9,37.7,10.1,22056,10.0,14%,43 : 43
1117,University #1117,12.0,41.5,14.4,17.8,44.8,10.0,53206,13.2,1%,58 : 35
1118,University #1118,10.0,27.7,15.0,10.0,65.8,10.0,34028,11.4,40%,57 : 38
1119,University #1119,17.0,46.1,18.7,11.6,10.0,13.3,3064,14.1,43%,54 : 58
1120,University #1120,12.3,71.9,14.4,26.6,62.7,13.2,19088,14.8,17%,57 : 37
1121,University #1121,12.1,15.6,13.1,10.2,64.3,10.0,3916,23.0,17%,38 : 42
1122,University #1122,16.3,44.2,10.0,10.0,24.7,12.6,16420,37.2,33%,51 : 50
1123,University #1123,10.0,47.0,18.1,10.0,73.3,10.0,10441,17.0,52%,57 : 52
1124,University #1124,10.0,45.1,10.0,10.0,67.1,10.0,15173,19.5,19%,40 : 51
1125,University #1125,10.4,70.9,10.0,10.8,10.0,11.8,57618,8.2,34%,65 : 51
1126,University #1126,10.0,65.7,10.0,12.3,32.9,10.0,6528,5.6,26%,39 : 47
1127,University #1127,12.5,65.4,13.9,22.7,64.2,11.4,22713,6.3,16%,44 : 56
1128,University #1128,10.3,38.6,13.3,14.2,84.9,10.0,5179,35.2,1%,38 : 50
1129,University #1129,17.0,28.3,10.0,10.0,36.9,10.0,2723,14.7,34%,55 : 40
1130,University #1130,10.0,8.6,10.0,10.0,38.7,12.0,80770,5.0,27%,41 : 50
1131,University #1131,10.0,68.7,10.0,10.0,74.7,10.3,28904,26.8,24%,52 : 35
1132,University #1132,10.0,56.1,10.0,10.0,43.1,11.6,1384,8.2,40%,53 : 60
1133,University #1133,10.6,57.9,11.3,10.0,75.4,11.1,6728,11.3,38%,64 : 46
1134,University #1134,10.5,69.1,14.1,13.6,72.7,11.4,9975,13.8,33%,50 : 40
1135,University #1135,10.0,43.9,16.7,10.0,48.7,11.0,5349,16.4,6%,50 : 52
1136,University #1136,13.1,34.8,13.2,10.0,24.4,13.8,15188,18.1,36%,36 : 41
1137,University #1137,10.0,34.0,10.0,10.0,51.1,10.0,16219,28.5,29%,52 : 62
1138,University #1138,11.9,38.6,10.0,10.0,56.7,10.3,63770,13.8,31%,75 : 40
1139,University #1139,12.9,34.5,13.1,10.0,38.1,13.4,1844,6.7,35%,50 : 42
1140,University #1140,11.7,63.6,13.6,10.0,57.0,10.0,25498,27.6,35%,49 : 47
1141,University #1141,10.1,5.0,15.8,10.0,54.4,13.1,3678,11.6,9%,50 : 49
1142,University #1142,15.8,55.5,10.0,11.0,12.7,10.0,2702,15.3,26%,53 : 68
1143,University #1143,14.4,56.8,12.6,10.0,78.3,10.0,9630,8.2,37%,31 : 64
1144,University #1144,10.0,5.0,10.0,15.2,36.7,10.0,9250,41.7,58%,37 : 38
1145,University #1145,13.7,49.0,12.5,10.0,23.9,10.0,100000,17.0,1%,38 : 65
1146,University #1146,19.3,71.3,13.0,10.0,10.0,10.1,48942,13.2,31%,59 : 40
1147,University #1147,10.0,61.2,18.4,10.6,48.4,10.7,3971,5.4,51%,36 : 51
1148,University #1148,10.0,47.3,16.6,14.4,45.2,10.6,23076,24.5,34%,53 : 49
1149,University #1149,10.0,42.8,10.0,11.3,50.4,10.0,56650,29.4,43%,38 : 33
1150,University #1150,10.0,75.8,10.0,10.1,20.9,10.9,20508,16.5,45%,58 : 46
1151,University #1151,10.0,28.4,10.0,10.0,21.2,10.0,37502,21.2,47%,56 : 41
1152,University #1152,12.0,14.2,10.0,13.9,15.9,11.0,6218,11.0,29%,31 : 37
1153,University #1153,10.0,24.3,13.3,13.1,52.8,10.1,51244,15.4,41%,50 : 64
1154,University #1154,11.3,92.1,19.6,20.9,51.4,13.4,28563,11.0,42%,51 : 60
1155,University #1155,11.2,5.0,14.1,14.2,68.3,13.0,20808,11.7,37%,39 : 61
1156,University #1156,10.0,15.6,10.0,10.0,100.0,10.0,15248,11.7,18%,45 : 63
1157,University #1157,14.0,41.7,10.0,10.0,56.9,10.9,36683,13.0,8%,64 : 42
1158,University #1158,13.5,5.0,10.0,18.4,34.6,13.8,9529,7.5,13%,48 : 55
1159,University #1159,14.0,50.9,11.6,11.8,76.7,10.0,3622,10.0,13%,53 : 43
1160,University #1160,10.0,22.8,17.8,10.4,46.8,11.7,5802,8.3,33%,37 : 42
1161,University #1161,14.8,77.2,18.5,10.0,11.6,11.8,2724,12.2,20%,47 : 37
1162,University #1162,10.3,80.0,10.1,10.0,37.2,10.0,24318,7.0,10%,59 : 40
1163,University #1163,10.0,23.2,10.0,15.3,54.7,10.0,9528,11.0,12%,51 : 59
1164,University #1164,16.6,20.3,10.3,12.5,81.0,10.7,38995,13.8,23%,63 : 51
1165,University #1165,10.0,55.7,12.7,10.0,30.9,10.0,38432,20.3,44%,59 : 47
1166,University #1166,10.0,45.4,10.0,10.0,44.3,10.0,72123,25.0,42%,54 : 20
1167,University #1167,10.0,47.5,10.0,10.0,50.9,10.2,3326,13.0,18%,54 : 80
1168,University #1168,10.0,37.5,10.0,10.0,60.2,10.0,6672,5.3,35%,46 : 37
1169,University #1169,10.5,76.5,10.0,13.5,62.1,10.0,27911,14.9,40%,52 : 49
1170,University #1170,11.4,58.0,11.6,12.3,45.3,10.4,2925,23.0,57%,65 : 40
1171,University #1171,10.0,21.9,10.8,10.0,62.1,10.0,58145,14.2,38%,51 : 53
1172,University #1172,10.0,24.9,10.0,10.0,65.3,10.0,7028,6.5,12%,55 : 39
1173,University #1173,18.6,51.9,10.0,14.9,27.1,12.1,10972,15.8,1%,44 : 43
1174,University #1174,12.3,34.8,13.7,10.0,64.1,10.0,1746,6.5,24%,79 : 51
1175,University #1175,10.0,55.3,10.0,10.0,66.6,10.0,42977,7.5,20%,56 : 56
1176,University #1176,13.1,31.5,10.0,10.0,73.0,10.0,10717,7.3,7%,55 : 70
1177,University #1177,10.0,12.4,10.0,10.3,93.0,10.0,4841,6.1,35%,72 : 45
1178,University #1178,15.5,6.2,13.1,10.0,27.7,13.1,40831,13.0,12%,62 : 32
1179,University #1179,10.5,50.3,14.1,10.0,42.8,15.8,10732,17.8,30%,43 : 56
1180,University #1180,15.9,59.2,10.0,20.6,58.0,12.9,14157,41.6,21%,48 : 37
1181,University #1181,10.0,28.7,10.0,19.2,91.9,10.0,3703,22.2,21%,62 : 51
1182,University #1182,12.3,55.8,10.0,10.0,40.4,12.6,16166,12.6,12%,69 : 42
1183,University #1183,15.1,49.8,10.0,10.0,46.5,10.0,6355,8.7,50%,49 : 48
1184,University #1184,10.0,46.0,11.1,10.0,10.0,11.2,39689,8.6,26%,55 : 54
1185,University #1185,10.5,5.0,10.0,10.0,23.2,10.0,10923,7.5,21%,35 : 54
1186,University #1186,10.0,17.5,10.0,10.0,33.6,10.0,37978,13.3,17%,53 : 49
1187,University #1187,10.4,47.8,10.2,10.1,19.3,10.0,29807,13.9,31%,49 : 37
1188,University #1188,10.0,46.0,13.3,11.5,10.0,10.0,2678,14.5,40%,44 : 55
1189,University #1189,10.0,57.4,10.0,10.0,65.8,10.0,51309,26.6,55%,38 : 43
1190,University #1190,10.0,32.1,10.0,10.0,48.1,10.2,6727,16.6,28%,31 : 48
1191,University #1191,11.1,9.4,10.0,11.0,54.4,10.0,6100,7.5,35%,41 : 61
1192,University #1192,17.7,25.7,10.0,10.0,56.0,10.9,18346,10.8,66%,34 : 40
1193,University #1193,16.7,10.7,11.4,10.8,47.6,10.0,16950,7.1,16%,50 : 51
1194,University #1194,13.8,42.8,11.4,10.1,10.0,10.0,15461,9.8,28%,42 : 41
1195,University #1195,10.0,77.1,10.0,10.0,78.5,10.0,7400,12.5,36%,53 : 51
1196,University #1196,11.8,25.3,10.0,16.3,64.7,10.9,66472,22.9,14%,56 : 47
1197,University #1197,10.0,54.5,10.0,10.8,55.2,10.0,34179,8.3,20%,50 : 46
1198,University #1198,12.5,46.3,11.7,13.2,36.6,10.0,27030,16.3,5%,58 : 57
1199,University #1199,14.0,19.5,14.2,10.0,30.2,10.0,45752,20.6,50%,37 : 43
1200,University #1200,10.0,77.8,13.4,10.0,36.0,10.0,12639,31.3,1%,57 : 43
1201,University #1201,13.2,5.0,11.1,10.0,51.1,10.0,8947,8.7,31%,50 : 39
1202,University #1202,10.0,80.4,10.0,10.0,50.0,10.0,89861,15.8,54%,57 : 63
